"tipo_fuente","esquema","nombre","descripcion_objeto","columna","tipo","permite_nulos","es_clave_primaria","tabla_destino","columna_destino","descripcion_columna"
"TABLA","public","base_snapshots",NULL,"rit_km2_presion_humana_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado =  avg(rit_km2_presion_humana_km2)"
"TABLA","public","base_snapshots",NULL,"residentes_km2_presion_humana_km2_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(residentes_km2_presion_humana_km2)"
"TABLA","public","base_snapshots",NULL,"plazas_at_residenciales_oferta_en_residencial_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_at_residenciales_oferta_en_residencial)"
"TABLA","public","base_snapshots",NULL,"plazas_vv_residenciales_oferta_en_residencial_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_vv_residenciales_oferta_en_residencial)"
"TABLA","public","base_snapshots",NULL,"plazas_suelo_residencial_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_suelo_residencial_porc)"
"TABLA","public","base_snapshots",NULL,"plazas_suelo_turistico_porc_avg","numeric","YES","NO",NULL,NULL,"Dato calculado = avg(plazas_suelo_turistico_porc)"
"TABLA","public","base_snapshots",NULL,"tipo_municipio","character varying","YES","NO",NULL,NULL,"Define el tipo de municipio para segmentar los max y avg"
"TABLA","public","base_snapshots",NULL,"etiqueta_ambito_superior","character varying","YES","NO",NULL,NULL,"Recoge el nombre del item de ámbito superior"
"TABLA","public","base_snapshots",NULL,"viviendas_disponibles","integer","YES","NO",NULL,NULL,"viviendas_habituales – uds_vv_residenciales"
"TABLA","public","base_snapshots",NULL,"viviendas_necesarias","integer","YES","NO",NULL,NULL,"poblacion / personas_por_hogar"
"TABLA","public","base_snapshots",NULL,"deficit_viviendas","integer","YES","NO",NULL,NULL,"viviendas_disponibles – viviendas_necesarias"
"TABLA","public","base_snapshots",NULL,"tipo_isla","character varying","YES","NO",NULL,NULL,"Clasificación geográfica: central, occidental, oriental"
"TABLA","public","callejero_portales",NULL,"id_porpk","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"tipo","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"tipo_vial","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"nombre_via","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"numero","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"extension","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"id_pob","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"poblacion","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"cod_postal","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"ine_mun","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"municipio","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"provincia","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"comunidad_autonoma","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"fuente_datos","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"fecha_modificacion","timestamp with time zone","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"dir_normalizada","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"isla_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"localidad_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"loca_norm","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"nombre_via_norm","text","YES","NO",NULL,NULL,NULL
"TABLA","public","callejero_portales",NULL,"num_norm","text","YES","NO",NULL,NULL,NULL
"TABLA","public","canarias",NULL,"id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","canarias",NULL,"nombre","character varying","YES","NO",NULL,NULL,NULL
"TABLA","public","canarias",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_cp",NULL,"cod_postal","text","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_cp",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_cp",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_cp",NULL,"num_portales_usados","bigint","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_localidad",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","centroides_localidad",NULL,"localidad_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_localidad",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_localidad",NULL,"nombre_loca","text","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_localidad",NULL,"loca_norm","text","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_localidad",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_localidad",NULL,"warning_audit","text","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_municipio",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","centroides_municipio",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_municipio",NULL,"nombre","text","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_municipio",NULL,"muni_norm","text","YES","NO",NULL,NULL,NULL
"TABLA","public","centroides_municipio",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","clasificaciones",NULL,"id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","clasificaciones",NULL,"tipologia_id","integer","YES","NO","tipologias","id",NULL
"TABLA","public","clasificaciones",NULL,"nombre","character varying","NO","NO",NULL,NULL,NULL
"TABLA","public","codigos_postales",NULL,"codigo_postal","character varying","NO","SÍ",NULL,NULL,NULL
"TABLA","public","codigos_postales",NULL,"isla","character varying","NO","NO",NULL,NULL,NULL
"TABLA","public","codigos_postales",NULL,"municipio","character varying","NO","NO",NULL,NULL,NULL
"TABLA","public","codigos_postales",NULL,"num_registros","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"establecimiento_id","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"establecimiento_nombre_comercial","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"establecimiento_modalidad","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"establecimiento_tipologia","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"establecimiento_clasificacion","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"direccion","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"direccion_isla_nombre","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"direccion_provincia_nombre","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"direccion_municipio_nombre","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"direccion_localidad_nombre","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"direccion_codigo_postal","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"numero_dormitorios_individuales_explotacion","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"numero_dormitorios_dobles_explotacion","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"plazas","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"longitud","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"latitud","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"fuente_geocodificacion","text","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"dir_busqueda_fuzzy","boolean","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"direccion_match","boolean","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"distancia_fuzzy","boolean","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"isla_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"municipio_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"localidad_id","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","debug_geocodificacion",NULL,"geom","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"geocode","text","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"etiqueta","text","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"granularidad","text","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"gcd_isla","text","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"superficie","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"perimetro","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"utm_x","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"utm_y","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"longitud","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"latitud","double precision","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"geometria","USER-DEFINED","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"turistica","boolean","YES","NO",NULL,NULL,NULL
"TABLA","public","destinos_turisticos",NULL,"isla_id","integer","YES","NO","islas","id","ID de la isla vinculada a través del municipio."
"TABLA","public","destinos_turisticos",NULL,"municipio_id","integer","YES","NO","municipios","id","ID del municipio asignado mediante cruce geográfico (ST_Contains)."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","id_campo","character varying","NO","SÍ",NULL,NULL,"Clave única que coincide exactamente con el nombre de la columna en las tablas de datos (ej: full_snapshots)."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","etiqueta","character varying","YES","NO",NULL,NULL,"Nombre legible que se mostrará en los títulos de los gráficos, tablas y leyendas del mapa."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","descripcion","text","YES","NO",NULL,NULL,"Explicación técnica detallada del significado del dato para mostrar en tooltips o ayuda al usuario."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","tipo","character varying","YES","NO",NULL,NULL,"Categorización estadística: base (dato bruto), ratio (proporción entre distintos), porcentaje (parte de un todo), media o máximo."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","orden_de_calculo","integer","YES","NO",NULL,NULL,NULL
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","formula","text","YES","NO",NULL,NULL,"Expresión plana de la lógica de cálculo. El orquestador podrá convertir esto a LaTeX para su visualización elegante."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","origen","text","YES","NO",NULL,NULL,"Trazabilidad del dato: Indica la tabla y columna original de donde proviene la información base."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","formato","character varying","YES","NO",NULL,NULL,"Instrucción para el motor de renderizado: define decimales, separadores de miles o estilo porcentual."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","unidades","character varying","YES","NO",NULL,NULL,"Sufijo de medida que acompaña al valor (ej: habitantes, €, m2, viviendas/km2)."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","visualizable","boolean","YES","NO",NULL,NULL,"Flag de control para el UI: permite mostrar campos de control interno en los selectores del visor."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","comparable","boolean","YES","NO",NULL,NULL,"Flag de control para la selección de columnas a exportar en el json de comparaciones."
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","en_mv","boolean","YES","NO",NULL,NULL,NULL
"TABLA","public","diccionario_de_datos","Metadiccionario para el control de visualización, formateo y documentación de indicadores del dashboard.","en_localidades","boolean","YES","NO",NULL,NULL,NULL
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","id","integer","NO","SÍ",NULL,NULL,NULL
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","periodo","character varying","NO","NO",NULL,NULL,"Etiqueta del periodo (ej: ""2008-2010 (Crisis)"")"
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","ejercicio_inicio","integer","NO","NO",NULL,NULL,NULL
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","ejercicio_fin","integer","NO","NO",NULL,NULL,NULL
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","poblacion_inicio","integer","NO","NO",NULL,NULL,NULL
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","poblacion_fin","integer","NO","NO",NULL,NULL,NULL
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","incremento_poblacion","integer","NO","NO",NULL,NULL,"Incremento de población en el periodo"
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","nuevos_hogares","numeric","NO","NO",NULL,NULL,"Nuevos hogares estimados (incremento_poblacion / 2.6)"
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","viviendas_terminadas","integer","NO","NO",NULL,NULL,"Total de viviendas terminadas en el periodo"
"TABLA","public","evolucion_hogares_viviendas","Comparativa de nuevos hogares estimados vs viviendas terminadas por periodo","diferencia","integer","NO","NO",NULL,NULL,"Superávit/déficit: viviendas_terminadas - nuevos_hogares (positivo = exceso)"
"TABLA","public","full_snapshots",NULL,"id","integer","NO","SÍ",NULL,NULL,"Generado por el sistema"
"TABLA","public","full_snapshots",NULL,"ambito","character varying","NO","NO",NULL,NULL,"Capa en la jerarquía"
"TABLA","public","full_snapshots",NULL,"isla_id","integer","YES","NO","islas","id","Asociado a islas.id"
"TABLA","public","full_snapshots",NULL,"municipio_id","integer","YES","NO","municipios","id","Asociado a municipios.id"
"TABLA","public","full_snapshots",NULL,"localidad_id","integer","YES","NO","localidades","id","Asociado a localidades.id"
"TABLA","public","full_snapshots",NULL,"fecha_calculo","timestamp without time zone","YES","NO",NULL,NULL,"Fecha de proceso"
"TABLA","public","full_snapshots",NULL,"superficie_km2","numeric","YES","NO",NULL,NULL,"Obtenido de superficies.superficie /100"
"TABLA","public","full_snapshots",NULL,"poblacion","integer","YES","NO",NULL,NULL,"Obtenido de poblacion.valor"
"TABLA","public","full_snapshots",NULL,"poblacion_year","integer","YES","NO",NULL,NULL,"Obtenido de poblacion.year"
"TABLA","public","full_snapshots",NULL,"viviendas_total","integer","YES","NO",NULL,NULL,"Obtenido de viviendas.total"
"TABLA","public","full_snapshots",NULL,"viviendas_vacias","integer","YES","NO",NULL,NULL,"Obtenido de viviendas.vacias"
"TABLA","public","full_snapshots",NULL,"viviendas_esporadicas","integer","YES","NO",NULL,NULL,"Obtenido de viviendas.esporadicas"
"TABLA","public","full_snapshots",NULL,"viviendas_habituales","integer","YES","NO",NULL,NULL,"Obtenido de viviendas.habituales"
"TABLA","public","full_snapshots",NULL,"pte_r","numeric","YES","NO",NULL,NULL,"Obtenido de pte_reglada.pte_reglada"
"TABLA","public","full_snapshots",NULL,"pte_r_year","integer","YES","NO",NULL,NULL,"Obtenido de pte_reglada.year"
"TABLA","public","full_snapshots",NULL,"pte_v","numeric","YES","NO",NULL,NULL,"Obtenido de pte_vacacional.ptev"
"TABLA","public","full_snapshots",NULL,"pte_v_periodo","character varying","YES","NO",NULL,NULL,"Obtenido de pte_vacacional.year + pte_vacacional.mes"
"TABLA","public","full_snapshots",NULL,"etiqueta","character varying","YES","NO",NULL,NULL,"Obtenido de Campo nombre en islas, municipios, localidades + Canarias"
"TABLA","public","full_snapshots",NULL,"personas_por_hogar","numeric","YES","NO",NULL,NULL,"Obtenido de hogares.miembros"
"TABLA","public","full_snapshots",NULL,"personas_por_hogar_year","timestamp without time zone","YES","NO",NULL,NULL,"Obtenido de hogares.year"
"TABLA","public","full_snapshots",NULL,"uds_vv_turisticas","integer","YES","NO",NULL,NULL,"Obtenido de la tabla alojamientos Cuenta de las viviendas vacacionales en microdestinos"
"TABLA","public","full_snapshots",NULL,"uds_vv_residenciales","integer","YES","NO",NULL,NULL,"Obtenido de la tabla alojamientos Cuenta de las viviendas vacacionales fuera de microdestinos"
"TABLA","public","full_snapshots",NULL,"plazas_vv_turisticas","integer","YES","NO",NULL,NULL,"Obtenido de la tabla alojamientos Suma de las plazas de viviendas vacacionales en microdestinos"
"TABLA","public","full_snapshots",NULL,"plazas_vv_residenciales","integer","YES","NO",NULL,NULL,"Obtenido de la tabla alojamientos Suma de las plazas de viviendas vacacionales fuera de microdestinos"
"TABLA","public","full_snapshots",NULL,"plazas_at_turisticas","integer","YES","NO",NULL,NULL,"Obtenido de la tabla alojamientos Suma de las plazas de alojamiento reglado en destinos turísticos"
"TABLA","public","full_snapshots",NULL,"plazas_at_residenciales","integer","YES","NO",NULL,NULL,"Obtenido de la tabla alojamientos Suma de las plazas de alojamiento reglado fuera destinos turísticos"
"TABLA","public","full_snapshots",NULL,"pte_total","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_r + pte_v"
"TABLA","public","full_snapshots",NULL,"uds_vv_total","integer","YES","NO",NULL,NULL,"Dato calculado =  uds_vv_turisticas + uds_vv_residenciales"
"TABLA","public","full_snapshots",NULL,"plazas_vacacionales","integer","YES","NO",NULL,NULL,"Dato calculado =  plazas_vv_residenciales +  plazas_vv_turisticas"
"TABLA","public","full_snapshots",NULL,"plazas_regladas","integer","YES","NO",NULL,NULL,"Dato calculado =  plazas_at_residenciales + plazas_at_turisticas"
"TABLA","public","full_snapshots",NULL,"plazas_total","integer","YES","NO",NULL,NULL,"Dato calculado =  plazas_vacacionales + plazas_regladas"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_residencial","integer","YES","NO",NULL,NULL,"Dato calculado =  plazas_vv_residenciales +  plazas_at_residenciales"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_turistico","integer","YES","NO",NULL,NULL,"Dato calculado =  plazas_vv_turisticas + plazas_at_turisticas"
"TABLA","public","full_snapshots",NULL,"consumidores_vivienda","integer","YES","NO",NULL,NULL,"Dato calculado =  poblacion + pte_v"
"TABLA","public","full_snapshots",NULL,"poblacion_total","integer","YES","NO",NULL,NULL,"Dato calculado =  poblacion + pte_total"
"TABLA","public","full_snapshots",NULL,"vhabituales_habitantes","numeric","YES","NO",NULL,NULL,"Dato calculado =  viviendas_habituales / poblacion * 100"
"TABLA","public","full_snapshots",NULL,"vhabituales_consumidores","numeric","YES","NO",NULL,NULL,"Dato calculado =  viviendas_habituales / consumidores_vivienda * 100"
"TABLA","public","full_snapshots",NULL,"cobertura_demanda_viviendas","numeric","YES","NO",NULL,NULL,"Dato calculado =  (consumidores_vivienda / personas_por_hogar) – viviendas_habituales"
"TABLA","public","full_snapshots",NULL,"rit_r","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_r / poblacion * 100"
"TABLA","public","full_snapshots",NULL,"rit_v","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_v / poblacion * 100"
"TABLA","public","full_snapshots",NULL,"rit","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_total / poblacion * 100"
"TABLA","public","full_snapshots",NULL,"rit_r_km2","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_r / superficie_km2"
"TABLA","public","full_snapshots",NULL,"rit_v_km2","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_v / superficie_km2"
"TABLA","public","full_snapshots",NULL,"rit_km2","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_total / superficie_km2"
"TABLA","public","full_snapshots",NULL,"residentes_km2","numeric","YES","NO",NULL,NULL,"Dato calculado =  poblacion / superficie_km2"
"TABLA","public","full_snapshots",NULL,"presion_humana_km2","numeric","YES","NO",NULL,NULL,"Dato calculado =  poblacion_total / superficie_km2"
"TABLA","public","full_snapshots",NULL,"vacacional_por_viviendas_habituales","numeric","YES","NO",NULL,NULL,"Dato calculado =  uds_vv_total / viviendas_habituales * 100"
"TABLA","public","full_snapshots",NULL,"vacacional_por_viviendas_total","numeric","YES","NO",NULL,NULL,"Dato calculado =  uds_vv_total / viviendas_total * 100"
"TABLA","public","full_snapshots",NULL,"uds_vv_habitantes","numeric","YES","NO",NULL,NULL,"Dato calculado =  uds_vv_total / poblacion * 100"
"TABLA","public","full_snapshots",NULL,"uds_vv_residenciales_habitantes","numeric","YES","NO",NULL,NULL,"Dato calculado =  uds_vv_residenciales / poblacion * 100"
"TABLA","public","full_snapshots",NULL,"deficit_oferta_viviendas","numeric","YES","NO",NULL,NULL,"(viviendas_necesarias - viviendas_disponibles) / viviendas_disponibles * 100"
"TABLA","public","full_snapshots",NULL,"uds_vv_residenciales_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  uds_vv_residenciales / uds_vv_total * 100"
"TABLA","public","full_snapshots",NULL,"uds_vv_turisticas_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  uds_vv_turisticas / uds_vv_total * 100"
"TABLA","public","full_snapshots",NULL,"plazas_vv_residenciales_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_vv_residenciales / plazas_vacacionales * 100"
"TABLA","public","full_snapshots",NULL,"plazas_vv_turisticas_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_vv_turisticas / plazas_vacacionales * 100"
"TABLA","public","full_snapshots",NULL,"plazas_at_residenciales_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_at_residenciales / plazas_regladas * 100"
"TABLA","public","full_snapshots",NULL,"plazas_at_turisticas_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_at_turisticas / plazas_regladas * 100"
"TABLA","public","full_snapshots",NULL,"pte_v_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_v / pte_total * 100"
"TABLA","public","full_snapshots",NULL,"pte_r_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_r / pte_total * 100"
"TABLA","public","full_snapshots",NULL,"pte_v_total_poblacion_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_v / (pte_total + poblacion) * 100"
"TABLA","public","full_snapshots",NULL,"pte_r_total_poblacion_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  pte_r / (pte_total + poblacion) * 100"
"TABLA","public","full_snapshots",NULL,"poblacion_total_poblacion_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  poblacion / (poblacion_total) * 100"
"TABLA","public","full_snapshots",NULL,"viviendas_vacias_viviendas_total","numeric","YES","NO",NULL,NULL,"Dato calculado =  viviendas_vacias / viviendas_total * 100"
"TABLA","public","full_snapshots",NULL,"viviendas_esporadicas_viviendas_total","numeric","YES","NO",NULL,NULL,"Dato calculado =  viviendas_esporadicas / viviendas_total*100"
"TABLA","public","full_snapshots",NULL,"viviendas_habituales_viviendas_total","numeric","YES","NO",NULL,NULL,"Dato calculado =  viviendas_habituales / viviendas_total * 100"
"TABLA","public","full_snapshots",NULL,"plazas_vacacionales_plazas_total_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_vacacionales / plazas_total *100"
"TABLA","public","full_snapshots",NULL,"plazas_regladas_plazas_total_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_regladas / plazas_total *100"
"TABLA","public","full_snapshots",NULL,"rit_km2_presion_humana_km2","numeric","YES","NO",NULL,NULL,"Dato calculado =  rit_km2 / presion_humana_km2 * 100"
"TABLA","public","full_snapshots",NULL,"residentes_km2_presion_humana_km2","numeric","YES","NO",NULL,NULL,"Dato calculado =  residentes_km2 / presion_humana_km2 * 100"
"TABLA","public","full_snapshots",NULL,"plazas_at_residenciales_oferta_en_residencial","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_at_residenciales / plazas_suelo_residencial"
"TABLA","public","full_snapshots",NULL,"plazas_vv_residenciales_oferta_en_residencial","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_vv_residenciales / plazas_suelo_residencial"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_residencial_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_suelo_residencial / plazas_total * 100"
"TABLA","public","full_snapshots",NULL,"plazas_suelo_turistico_porc","numeric","YES","NO",NULL,NULL,"Dato calculado =  plazas_suelo_turistico / plazas_total * 100"
"TABLA","public","full_snapshots",NULL,"rit_r_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(rit_r)"
"TABLA","public","full_snapshots",NULL,"rit_v_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(rit_v)"
"TABLA","public","full_snapshots",NULL,"rit_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(rit)"
"TABLA","public","full_snapshots",NULL,"rit_r_km2_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(rit_r_km2)"
"TABLA","public","full_snapshots",NULL,"rit_v_km2_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(rit_v_km2)"
"TABLA","public","full_snapshots",NULL,"rit_km2_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(rit_km2)"
"TABLA","public","full_snapshots",NULL,"residentes_km2_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(residentes_km2)"
"TABLA","public","full_snapshots",NULL,"presion_humana_km2_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(presion_humana_km2)"
"TABLA","public","full_snapshots",NULL,"vacacional_por_viviendas_habituales_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(vacacional_por_viviendas_habituales)"
"TABLA","public","full_snapshots",NULL,"vacacional_por_viviendas_total_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(vacacional_por_viviendas_total)"
"TABLA","public","full_snapshots",NULL,"uds_vv_habitantes_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(uds_vv_habitantes)"
"TABLA","public","full_snapshots",NULL,"uds_vv_residenciales_habitantes_max","numeric","YES","NO",NULL,NULL,"Dato calculado =  max(uds_vv_residenciales_habitantes)"
